Ticket Id,Ticket Type,Subject,Status (Ticket),SLA Violation Type,Priority (Ticket),Team,Created Time (Ticket),Ticket Age,Is Escalated
1148636,Alarm,Bankify is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 00:00,6d 12h,FALSE
1148637,Alarm,Bankify is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 00:00,6d 12h,FALSE
1148638,Alarm,Bankify is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 00:00,6d 12h,FALSE
1148639,Alarm,"ALARM: ""ABM-Prod-App+PGSQL-DB-1a-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:01,6d 12h,FALSE
1148640,Alarm,"ALARM: ""ABM-Prod-App+PGSQL-DB-1a-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:02,6d 12h,FALSE
1148641,Alarm,"ALARM: ""Support Elders-Prod-Web-1a-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:02,6d 12h,FALSE
1148642,Alarm,"ALARM: ""Bazoki-Prod-DB-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:03,6d 12h,FALSE
1148643,Alarm,Arundhati Jewellers is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 00:05,6d 12h,FALSE
1148644,Alarm,Arundhati Jewellers is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 00:05,6d 12h,FALSE
1148645,Alarm,"ALARM: ""AnnapurnaPay-Prod-pvt-Jenkins-Server-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:06,6d 12h,FALSE
1148646,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 00:06,6d 12h,FALSE
1148647,Alarm,"ALARM: ""AnnapurnaPay-Prod-pvt-Jenkins-Server-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:06,6d 12h,FALSE
1148649,Alarm,Bankify 7pay is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 00:06,6d 12h,FALSE
1148650,Alarm,"ALARM: ""AnnapurnaPay-Prod-pvt-Jenkins-Server-CPU-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:07,6d 12h,FALSE
1148651,Alarm,Bankify 7pay is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 00:07,6d 12h,FALSE
1148652,Alarm,"ALARM: ""AnnapurnaPay-Prod-pvt-Jenkins-Server-CPU-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 00:07,6d 12h,FALSE
1148653,Alarm,"ALARM: ""kfinpwm-narc-prod-rds-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:07,6d 12h,FALSE
1148654,Alarm,"ALARM: ""kfinpwm-narc-prod-rds-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:07,6d 12h,FALSE
1148655,Alarm,Argus News is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 00:09,6d 12h,FALSE
1148656,Alarm,Argus News is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 00:10,6d 12h,FALSE
1148657,Alarm,Bankify 7pay is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 00:10,6d 12h,FALSE
1148658,Alarm,"ALARM: ""Support Elders-Prod-Web-1a-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:11,6d 12h,FALSE
1148659,Alarm,"ALARM: ""ETEdge-TG-CDN-INSIGHTS-ET3TON8I54DZP-5xxErrorRate-Alarm"" in US East (N. Virginia)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:12,6d 12h,FALSE
1148660,Alarm,"ALARM: ""AnnapurnaPay-Prod-pvt-Jenkins-Server-CPU-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 00:14,6d 12h,FALSE
1148661,Alarm,"ALARM: ""AnnapurnaPay-Prod-pvt-Jenkins-Server-CPU-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 00:14,6d 12h,FALSE
1148662,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 00:17,6d 12h,FALSE
1148664,Alarm,"ALARM: ""Shyam-Metalics-CLSM-Prod-DB-1b_CPU>=95%"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:21,6d 12h,FALSE
1148665,Alarm,"ALARM: ""hoichoi-aws-aps1-prod-ecs-hoichoi-analytics_high_cpu_util_alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:21,6d 12h,FALSE
1148666,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 00:24,6d 12h,FALSE
1148668,Alarm,"ALARM: ""Shyam-Metalics-CLSM-Prod-DB-1b_CPU>=95%"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:33,6d 11h,FALSE
1148669,Alarm,"ALARM: ""softweb-srishti-rds-oracle-21c-Memory-85% #Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:36,6d 11h,FALSE
1148670,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 00:39,6d 11h,FALSE
1148672,Alarm,"ALARM: ""ETEdge-TG-CDN-INSIGHTS-ET3TON8I54DZP-5xxErrorRate-Alarm"" in US East (N. Virginia)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:46,6d 11h,FALSE
1148673,Alarm,"ALARM: ""ETEdge-TG-CDN-INSIGHTS-ET3TON8I54DZP-5xxErrorRate-Alarm"" in US East (N. Virginia)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 00:50,6d 11h,FALSE
1148674,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 00:52,6d 11h,FALSE
1148676,Client,Workmates Backup - No successful backups reminder,Closed,Not Violated,Medium - P3,SMB Linux Team,07-04-2026 00:53,6d 11h,FALSE
1148677,Alarm,Argus News is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 01:00,6d 11h,FALSE
1148678,Alarm,Argus News is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 01:01,6d 11h,FALSE
1148679,Alarm,Bankify is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 01:02,6d 11h,FALSE
1148680,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 01:03,6d 11h,FALSE
1148682,Alarm,Bankify is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 01:04,6d 11h,FALSE
1148683,Alarm,Bankify 7pay is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 01:04,6d 11h,FALSE
1148684,Alarm,"ALARM: ""Bazoki-Prod-DB-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:04,6d 11h,FALSE
1148685,Alarm,"ALARM: ""Innovel-Tally-Sarala-server-Pub-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 01:06,6d 11h,FALSE
1148686,Alarm,"ALARM: ""softweb-srishti-rds-oracle-21c-Memory-85% #Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:13,6d 11h,FALSE
1148687,Alarm,Assotech is Down from multiple locations,Closed,Not Violated,-,SMB Linux Team,07-04-2026 01:15,6d 11h,FALSE
1148688,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 01:16,6d 11h,FALSE
1148690,Alarm,"ALARM: ""softweb-srishti-rds-oracle-21c-Memory-85% #Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:17,6d 11h,FALSE
1148691,Alarm,"ALARM: ""KhimjiJwellers-Prod-App-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:17,6d 11h,FALSE
1148692,Alarm,"ALARM: ""Lalchand-Jewellers-App2-Prod-1b-CPU-85%-#ALARM"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:17,6d 11h,FALSE
1148693,Alarm,"ALARM: ""Lalchand-Jewellers-App1-Prod-1b-CPU-85%-#ALARM"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:17,6d 11h,FALSE
1148694,Alarm,"ALARM: ""KhimjiJwellers-Prod-server2-App-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:18,6d 11h,FALSE
1148695,Alarm,"ALARM: ""Eleve-Diamonds-REPORTING-PROD-CPU-85%-#ALARM"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:18,6d 11h,FALSE
1148696,Alarm,"ALARM: ""Lalchand-Jewellers-ALB-TG-8443-UnhealthyHostCount-#ALARM"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:18,6d 11h,FALSE
1148697,Alarm,"ALARM: ""softweb-srishti-rds-oracle-21c-Memory-85% #Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:25,6d 11h,FALSE
1148698,Alarm,Assotech is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 01:32,6d 11h,FALSE
1148699,Alarm,"ALARM: ""ARS-Steels-Prod-DB-1a-Disk D-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:34,6d 10h,FALSE
1148700,Alarm,"ALARM: ""AMPL-eFIMO-Prod-RDB-1b-Disk(D)-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 01:37,6d 10h,FALSE
1148701,Alarm,"ALARM: ""GangesJute-Prod-DB-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:37,6d 10h,FALSE
1148702,Alarm,"ALARM: ""Verma-Jewellers-Prod-DB-1b-Memory-85%-#ALARM"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:45,6d 10h,FALSE
1148703,Alarm,"ALARM: ""GangesJute-Prod-DB-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:46,6d 10h,FALSE
1148704,Alarm,"ALARM: ""CTVN-Prod-DB-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:46,6d 10h,FALSE
1148705,Alarm,"ALARM: ""CTVN-Prod-DB-1b-CPU-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 01:47,6d 10h,FALSE
1148706,Alarm,"ALARM: ""CTVN-Prod-DB-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:01,6d 10h,FALSE
1148707,Alarm,Khimji is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 02:04,6d 10h,FALSE
1148708,Alarm,Khimji is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 02:05,6d 10h,FALSE
1148709,Alarm,Khimji is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 02:05,6d 10h,FALSE
1148710,Alarm,"ALARM: ""CTVN-Prod-DB-1b-CPU-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:05,6d 10h,FALSE
1148711,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 02:09,6d 10h,FALSE
1148713,Alarm,"ALARM: ""AMPL-eFIMO-Prod-AD-1b-Memory-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 02:09,6d 10h,FALSE
1148714,Alarm,Vawsum | https://vawsum.com/ is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 02:11,6d 10h,FALSE
1148715,Alarm,Vawsum | https://vawsum.com/ is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 02:16,6d 10h,FALSE
1148716,Alarm,"ALARM: ""ETEdge-TG-CDN-INSIGHTS-ET3TON8I54DZP-5xxErrorRate-Alarm"" in US East (N. Virginia)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:17,6d 10h,FALSE
1148717,Alarm,"ALARM: ""SriAlankar-Jwellers-App2-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:17,6d 10h,FALSE
1148718,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 02:19,6d 10h,FALSE
1148720,Alarm,"ALARM: ""Midland-MIS-Prod-Server-1a-FreeSpace-Disk(D)-10%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 02:19,6d 10h,FALSE
1148721,Alarm,"ALARM: ""HiraPanna-Prod-DB-1b-Memory-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:20,6d 10h,FALSE
1148722,Alarm,"ALARM: ""HiraPanna-Prod-DB-1b-Disk(Root)-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:21,6d 10h,FALSE
1148723,Alarm,"ALARM: ""Verma-Jewellers-Prod-DB-1b-Memory-95%-#ALARM"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:21,6d 10h,FALSE
1148724,Alarm,"ALARM: ""Verma-Jewellers-Prod-DB-1b-Memory-85%-#ALARM"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:21,6d 10h,FALSE
1148725,Alarm,"ALARM: ""Critical-HiraPanna-Prod-DB-1b-Memory-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:22,6d 10h,FALSE
1148726,Alarm,"ALARM: ""AMPL-eFIMO-Prod-AD-1b-Memory-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 02:24,6d 10h,FALSE
1148728,Alarm,Khimji is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 02:25,6d 10h,FALSE
1148727,Alarm,Khimji is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 02:25,6d 10h,FALSE
1148729,Alarm,Khimji is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 02:25,6d 10h,FALSE
1148730,Client,Primarc DB Server IP Swap Completed,Closed,Not Violated,Medium - P3,Enterprise Windows Team,07-04-2026 02:31,6d 10h,FALSE
1148731,Alarm,"ALARM: ""HoiChoi-x-CWM-x-ProdRevAmp-hoichoi-aws-aps1-prod-ecs-hoichoi-th..."" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:32,6d 10h,FALSE
1148732,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 02:44,6d 9h,FALSE
1148734,Alarm,"ALARM: ""CTVN-Prod-DB-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:51,6d 9h,FALSE
1148735,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 02:53,6d 9h,FALSE
1148737,Alarm,"ALARM: ""ETEdge-TG-CDN-INSIGHTS-ET3TON8I54DZP-5xxErrorRate-Alarm"" in US East (N. Virginia)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 02:55,6d 9h,FALSE
1148738,Alarm,"ALARM: ""AFPL-Gold-Loan-UAT-DB-Memory-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:02,6d 9h,FALSE
1148739,Alarm,"ALARM: ""ETEdge-TG-CDN-INSIGHTS-ET3TON8I54DZP-5xxErrorRate-Alarm"" in US East (N. Virginia)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:03,6d 9h,FALSE
1148740,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 03:04,6d 9h,FALSE
1148742,Alarm,"ALARM: ""sai-paramount-db-readreplicalag-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:06,6d 9h,FALSE
1148743,Alarm,"ALARM: ""sai-paramount-db-CPU-50%#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:08,6d 9h,FALSE
1148744,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 03:10,6d 9h,FALSE
1148746,Alarm,"ALARM: ""KhimjiJwellers-Prod-DB-1b-/Backup-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:11,6d 9h,FALSE
1148747,Alarm,"ALARM: ""sai-paramount-db-CPU-50%#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:12,6d 9h,FALSE
1148748,Alarm,"ALARM: ""hoichoi-aws-aps1-prod-ecs-hoichoi-backend_high_memory_util_alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:14,6d 9h,FALSE
1148749,Alarm,"ALARM: ""Kims-Hospital-KSRVPRDDB-Server-2b-Disk(/hana/backup)-85%-#Alarm"" in Asia Pacific (Hyderabad)",Closed,Not Violated,-,Uptime Team,07-04-2026 03:18,6d 9h,FALSE
1148750,Alarm,"ALARM: ""ETEdge-TG-CDN-INSIGHTS-ET3TON8I54DZP-5xxErrorRate-Alarm"" in US East (N. Virginia)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:18,6d 9h,FALSE
1148751,Alarm,"ALARM: ""HiraPanna-Prod-App1-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:19,6d 9h,FALSE
1148752,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 03:22,6d 9h,FALSE
1148754,Alarm,"ALARM: ""CTVN-Prod-DB-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:31,6d 9h,FALSE
1148755,Alarm,"ALARM: ""Softweb-GPS-Prod-(APP-DB)-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:31,6d 9h,FALSE
1148756,Alarm,"ALARM: ""HiraPanna-Prod-DB-1b-Disk(Root)-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:32,6d 9h,FALSE
1148757,Alarm,"ALARM: ""softweb-srishti-rds-oracle-21c-Memory-85% #Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:34,6d 8h,FALSE
1148758,Alarm,"ALARM: ""ETEdge-TG-CDN-INSIGHTS-ET3TON8I54DZP-5xxErrorRate-Alarm"" in US East (N. Virginia)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:35,6d 8h,FALSE
1148759,Alarm,"ALARM: ""kfinaif-hex-uat-rds-oracle-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:41,6d 8h,FALSE
1148760,Alarm,"ALARM: ""kfinaif-hex-uat-rds-oracle-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:41,6d 8h,FALSE
1148761,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 03:51,6d 8h,FALSE
1148763,Alarm,"ALARM: ""CTVN-Prod-DB-1b-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:51,6d 8h,FALSE
1148764,Alarm,"ALARM: ""CTVN-Prod-DB-1b-CPU-95%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:52,6d 8h,FALSE
1148765,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 03:55,6d 8h,FALSE
1148767,Alarm,"ALARM: ""MataGroup-Prod-AppDB-Pub-1a-New-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 03:58,6d 8h,FALSE
1148768,Alarm,"ALARM: ""sai-paramount-db-readreplicalag-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:58,6d 8h,FALSE
1148769,Alarm,"ALARM: ""kfinpwm-hex-prod-rds-Low-FreeableMemory-15%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:59,6d 8h,FALSE
1148770,Alarm,"ALARM: ""kfinpwm-hex-prod-rds-Low-FreeableMemory-15%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 03:59,6d 8h,FALSE
1148771,Alarm,"ALARM: ""KhimjiJwellers-Prod-DB-1b-Memory-85%-Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 04:14,6d 8h,FALSE
1148772,Alarm,"ALARM: ""Magpet-Prod-SAP-New-Pub-NEW-CPU-85%-#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 04:16,6d 8h,FALSE
1148773,Alarm,"ALARM: ""Verma-Jewellers-Prod-ERP-1b-CPU-85%-#ALARM"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 04:17,6d 8h,FALSE
1148774,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 04:18,6d 8h,FALSE
1148776,Alarm,Bankify 7pay is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:32,6d 8h,FALSE
1148777,Alarm,Bankify is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:32,6d 8h,FALSE
1148778,Alarm,Bankify is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:32,6d 8h,FALSE
1148779,Alarm,Bankify 7pay is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:32,6d 8h,FALSE
1148780,Alarm,Bankify 7pay is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:32,6d 8h,FALSE
1148781,Alarm,Bankify is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:34,6d 7h,FALSE
1148782,Alarm,Bankify is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:34,6d 7h,FALSE
1148783,Alarm,Bankify is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:34,6d 7h,FALSE
1148784,Alarm,Bankify 7pay is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:36,6d 7h,FALSE
1148785,Alarm,Bankify 7pay is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:36,6d 7h,FALSE
1148786,Alarm,"ALARM: ""Absolute-Barbeque-Prod-Hana-1b-Disk-(/)-85%#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 04:40,6d 7h,FALSE
1148787,Alarm,"ALARM: ""Absolute-Barbeque-Prod-Hana-1b-Disk-(/)-95%#Alarm"" in Asia Pacific (Mumbai)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 04:43,6d 7h,FALSE
1148788,Alarm,"ALARM: ""ETEdge-TG-CDN-INSIGHTS-ET3TON8I54DZP-5xxErrorRate-Alarm"" in US East (N. Virginia)",Closed,Not Violated,Critical - P1,Uptime Team,07-04-2026 04:43,6d 7h,FALSE
1148789,Alarm,Argus News is Down from multiple locations,Closed,Not Violated,-,Uptime Team,07-04-2026 04:45,6d 7h,FALSE
1148790,Alarm,Bankify is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:45,6d 7h,FALSE
1148791,Alarm,Argus News is Up,Closed,Not Violated,-,Uptime Team,07-04-2026 04:45,6d 7h,FALSE
1148792,Alarm,"ALARM: ""AFPL-Prod-Seceon-CCE-Pub-1b-Memory-85%-#Alarms"" in Asia Pacific (Mumbai)",Closed,Not Violated,-,Uptime Team,07-04-2026 04:49,6d 7h,FALSE
